ID_Transacao,Data,Valor,ID_Cliente,Anomalia
31963,2023-06-26T17:01:48.721Z,63508.15722222905,3503,true
36306,2023-05-10T13:53:35.818Z,54199.34283279258,8035,true
15746,2023-10-05T00:11:52.353Z,77077.78193819632,5443,true
31255,2023-01-03T12:12:21.964Z,69863.93747378435,2858,true
35358,2024-10-16T17:52:08.700Z,75392.25241612965,2480,true
89186,2024-01-18T12:55:29.837Z,50798.76674227517,1786,true
70101,2024-05-01T06:12:05.363Z,92747.59367831067,6534,true
58560,2024-12-12T14:50:56.111Z,87941.11413090565,4523,true
59292,2023-10-17T13:46:10.803Z,55780.69682412315,3254,true
58431,2023-04-06T05:20:05.184Z,58818.857873503264,7816,true
75091,2023-06-11T00:31:17.809Z,97593.45135123093,5599,true
51556,2024-01-15T17:33:32.532Z,99140.77686556021,4895,true
86024,2024-05-06T15:53:49.379Z,54456.17937900297,1522,true
88141,2024-07-23T06:21:18.012Z,90963.83848173797,5048,true
31809,2023-06-28T20:44:37.592Z,67188.98884799177,9201,true
35950,2023-06-07T16:24:54.122Z,64488.96232354948,3157,true
23960,2023-06-15T03:38:58.170Z,62347.742585800435,2827,true
61431,2023-07-20T06:44:06.328Z,81218.42592144267,3289,true
29048,2023-01-18T21:36:02.403Z,52588.550534747556,1777,true
74373,2024-06-24T19:46:07.665Z,66441.48900960482,4353,true
11210,2023-04-14T23:33:10.777Z,88840.38470707016,1171,true
40523,2024-04-07T08:17:17.718Z,74306.77436371036,6261,true
77204,2023-05-06T03:49:27.594Z,91486.03495092102,7699,true
53614,2024-04-17T21:40:57.007Z,89567.72128709844,2377,true
45877,2023-12-10T19:30:28.027Z,91759.03754972493,4335,true
30904,2023-12-09T21:47:45.125Z,71852.8580088383,9082,true
51580,2023-05-27T20:11:12.432Z,55162.851819035095,9430,true
27497,2024-01-10T09:18:08.533Z,93185.92750861254,1096,true
77330,2024-04-26T20:02:52.410Z,80433.30050056495,1602,true
26256,2024-11-09T15:31:55.612Z,75025.55934280457,1656,true
76682,2023-06-01T21:40:00.329Z,77470.16799507763,1631,true
29934,2023-10-10T02:12:23.955Z,75761.9180401861,5328,true
39717,2023-09-27T18:05:48.240Z,68441.18721251375,4856,true
14321,2023-12-21T09:15:55.882Z,60228.814516834456,2684,true
83216,2024-08-10T00:06:55.760Z,63794.284238856795,4774,true
61798,2023-05-11T04:13:14.600Z,82980.41377977544,4522,true
60954,2023-04-10T17:28:25.558Z,97138.86609287243,6363,true
36640,2024-06-03T21:09:07.348Z,58619.65432716038,4320,true
28277,2023-10-14T07:13:03.658Z,75479.21379542223,3701,true
68747,2023-11-07T23:05:49.422Z,95529.00163048404,5811,true
84409,2023-08-15T04:12:59.550Z,85740.84833625189,4217,true
10700,2024-02-03T14:32:47.905Z,70980.89234723143,7361,true
48792,2023-10-25T01:41:57.357Z,56314.49908994498,9621,true
27695,2023-12-30T00:24:41.766Z,86378.46306074079,5770,true
39080,2023-10-30T00:57:59.770Z,92891.16211468523,4194,true
49453,2024-12-17T01:16:09.394Z,83769.0126327498,1686,true
41769,2023-10-23T15:20:09.436Z,64801.71772434864,5176,true
61532,2023-07-27T00:59:22.978Z,79230.11668565098,7468,true
75591,2024-08-02T15:00:17.761Z,97006.65357509031,9654,true
88209,2024-01-12T13:07:16.038Z,66469.306801581,3313,true
62843,2024-07-14T15:11:34.130Z,98940.02360395694,4306,true
39784,2023-03-11T13:33:37.120Z,57990.03409873342,1049,true
82584,2024-08-01T09:48:16.698Z,65456.04932857446,3784,true
63382,2024-07-23T08:23:23.171Z,68804.76412078735,3192,true
33134,2023-07-27T02:57:15.620Z,69036.33607130847,6371,true
67609,2023-03-06T22:00:37.666Z,55160.99033028428,2561,true
60390,2023-04-24T18:41:28.660Z,51616.16881383817,9113,true
19339,2023-04-18T09:55:28.299Z,74581.16946499402,7069,true
79528,2024-10-29T14:23:28.960Z,56567.49383942031,6679,true
42767,2024-04-15T20:37:47.045Z,96950.95161125259,3337,true
15359,2023-09-14T12:43:33.605Z,52156.306422147914,9125,true
95078,2024-05-17T10:49:19.150Z,86798.57243896082,3481,true
40187,2024-01-17T01:34:35.433Z,51776.3214753532,4406,true
32922,2024-12-23T21:18:16.021Z,87629.03431282302,5057,true
60731,2024-12-26T11:50:08.083Z,62363.69555675732,8449,true
31224,2024-09-22T00:46:06.207Z,55646.22206438078,1609,true
54879,2023-07-12T02:44:59.224Z,89597.10207793798,9020,true
99825,2024-05-10T06:52:45.384Z,76697.58286978942,3586,true
83770,2024-06-27T21:21:16.710Z,98524.62807401476,7759,true
90548,2023-06-16T12:21:27.117Z,52486.340346719124,5996,true
43035,2023-09-06T11:05:19.978Z,74372.12590635192,8597,true
98654,2024-08-27T03:51:22.664Z,57832.45418328398,3219,true
50511,2024-05-16T03:24:44.210Z,78756.35673708076,2980,true
79774,2024-07-21T06:35:00.871Z,64980.63049354907,4093,true
52409,2023-07-05T22:38:41.921Z,70233.45544117973,9103,true
91623,2024-04-09T07:30:55.849Z,60106.45012932654,7523,true
31826,2023-12-31T01:09:54.748Z,72559.67415183078,8617,true
52665,2024-05-16T23:27:31.664Z,76742.28213418607,2534,true
59712,2024-04-10T15:22:29.024Z,64314.24496803142,1345,true
71605,2024-01-21T22:26:40.397Z,78139.121272415,7812,true
50683,2023-03-21T12:51:11.701Z,68940.46828019862,8041,true
