ID_Transacao,Data,Valor,ID_Cliente,Anomalia
26609,2023-03-17T19:23:21.127Z,79022.50002035961,5197,true
32641,2023-04-20T14:05:50.554Z,50737.26508766669,8024,true
24427,2024-12-22T17:41:07.581Z,82229.53733966505,2249,true
75374,2023-05-06T06:23:14.365Z,87563.06506100649,3025,true
94407,2024-12-03T14:51:36.050Z,75477.88773065938,1315,true
11961,2024-12-29T13:06:38.468Z,73336.42042207599,9241,true
43853,2024-11-13T00:22:29.278Z,50952.93453853186,4532,true
27838,2024-05-15T12:24:56.521Z,96721.82343790485,6679,true
72578,2024-05-12T02:59:52.268Z,76535.72721235841,6028,true
25519,2024-02-10T10:46:59.579Z,63046.05335733133,8004,true
27964,2023-08-12T21:11:02.056Z,66593.03451009883,2308,true
53466,2024-03-12T02:06:13.764Z,54748.77706383982,6552,true
40187,2023-02-13T05:58:03.238Z,64201.349293564555,7267,true
75263,2024-05-31T09:36:25.036Z,79553.79496771634,7301,true
26580,2024-03-27T01:10:28.210Z,54709.88420572202,9339,true
39037,2024-12-12T18:13:30.021Z,50342.53739579082,9056,true
81201,2023-09-16T17:36:29.834Z,60049.305024769434,7595,true
45491,2024-10-03T06:26:29.328Z,86959.43392970154,9254,true
30593,2024-02-25T05:59:04.423Z,78857.78691897262,3077,true
10222,2023-08-09T11:27:04.538Z,90308.35910350698,6696,true
61055,2024-10-24T04:56:46.595Z,99981.04254811598,1832,true
91702,2023-11-27T22:25:34.201Z,64126.81979015716,2719,true
46864,2023-03-30T01:42:56.361Z,51972.740381622876,5345,true
91657,2024-01-17T21:33:52.971Z,96393.00717678184,1029,true
81587,2023-08-25T16:23:00.189Z,99296.41198943424,6469,true
55036,2024-05-13T15:32:36.325Z,69880.81459830058,7737,true
31018,2023-04-25T04:47:17.615Z,65666.25650186432,6136,true
67841,2023-05-30T01:01:14.518Z,95888.38859336685,5330,true
12371,2023-08-13T14:11:35.810Z,64883.58601783232,5221,true
65453,2023-08-27T04:18:53.494Z,98352.90369032329,9298,true
53759,2024-05-11T14:06:16.714Z,83992.5207897207,5597,true
57658,2023-08-24T13:06:07.288Z,65315.54670574645,8691,true
99837,2024-07-06T03:33:52.021Z,66914.42221219551,6913,true
73517,2023-02-14T15:51:40.222Z,76320.44910866511,1601,true
57668,2024-05-08T04:09:43.326Z,51344.534755231136,2857,true
92385,2024-02-17T05:30:36.476Z,53212.01700312107,2428,true
33723,2023-07-26T15:02:04.927Z,61522.247131949014,8383,true
98058,2024-01-03T22:59:26.893Z,65873.90659399191,6355,true
44681,2023-01-25T14:37:27.873Z,52887.76624141533,5000,true
38713,2024-09-27T23:44:53.858Z,50183.46297124837,4155,true
91348,2023-09-10T02:51:43.032Z,80149.20269236069,4789,true
26866,2023-08-12T14:32:17.747Z,97446.00073206378,8895,true
24952,2023-08-04T11:17:47.074Z,93680.7165439924,1258,true
88580,2023-04-06T19:43:48.981Z,50564.519261132045,4107,true
62176,2024-12-28T03:40:26.455Z,85420.25029365148,8650,true
96039,2023-02-24T07:30:45.971Z,99915.60339854193,1195,true
91438,2024-01-31T01:50:21.009Z,64997.561368765666,9037,true
77684,2023-09-21T19:25:15.900Z,96921.46968578553,6189,true
37474,2023-09-12T22:45:09.251Z,56824.28198128085,6223,true
26625,2023-07-27T15:16:50.755Z,75990.90463008014,8307,true
52838,2023-03-18T15:59:13.597Z,75645.24788682698,1200,true
42132,2023-06-10T11:33:31.096Z,87611.51288211484,7607,true
86030,2023-06-29T19:14:26.877Z,51463.65931216499,1491,true
