ID_Transacao,Data,Valor,ID_Cliente,Anomalia
66916,2024-06-08T12:12:46.806Z,69798.59635729849,9739,true
13724,2023-10-19T16:27:31.463Z,98783.51316683363,7897,true
91234,2023-11-07T10:05:58.336Z,61262.57174491674,7731,true
78762,2024-06-27T03:37:40.959Z,53309.243340206405,9632,true
51194,2023-03-22T11:33:05.157Z,66824.8038386515,3651,true
27652,2024-01-08T03:50:41.349Z,88478.7089082034,6655,true
78929,2023-02-18T15:14:01.504Z,65800.2095044945,2943,true
59523,2023-12-17T08:59:19.125Z,75436.32733102098,2096,true
22531,2024-01-05T16:09:51.208Z,53556.26526905844,5765,true
90640,2023-05-23T09:32:34.084Z,69440.75535432943,4051,true
26893,2023-01-08T08:32:55.011Z,95185.84612101145,8582,true
79304,2023-02-16T23:24:40.876Z,67265.95061939996,6439,true
78443,2024-04-08T22:33:54.604Z,57115.637771530986,2377,true
24552,2023-06-09T05:42:38.269Z,61235.91297466406,4419,true
46648,2024-09-29T09:10:12.439Z,93805.95330769557,5038,true
42878,2023-11-20T21:48:26.510Z,59642.10203673973,1932,true
76892,2024-11-27T06:34:54.270Z,75356.05828269862,7045,true
60466,2024-03-05T16:59:00.307Z,82563.32829334601,1552,true
98818,2024-04-21T18:34:17.000Z,72736.03956556218,6519,true
70688,2024-11-01T21:32:34.626Z,99185.07227648012,4860,true
80037,2023-10-13T01:16:28.404Z,51498.295480086934,3473,true
63830,2023-01-24T05:12:38.354Z,93764.32741513842,7320,true
31901,2023-02-16T10:09:49.528Z,85902.14302768189,4415,true
62248,2023-04-01T12:51:53.186Z,88298.0231777484,3416,true
71138,2024-01-15T09:47:20.379Z,64143.897732864214,7795,true
41887,2023-11-19T12:36:24.506Z,54513.456429784615,9729,true
61445,2023-08-16T01:21:05.908Z,50641.13770833516,1082,true
79123,2023-11-13T20:31:40.259Z,57904.50145220005,7017,true
37653,2023-12-26T07:28:00.249Z,77204.80797779729,4572,true
70079,2023-10-11T07:50:16.892Z,92994.69151022169,6251,true
71978,2024-05-11T09:35:46.717Z,90411.65406233512,7009,true
63156,2023-10-02T10:35:37.370Z,53719.95151915932,5244,true
33120,2023-01-17T14:28:11.698Z,63047.960510699966,8033,true
34333,2023-06-22T04:41:08.110Z,93201.02576469234,4281,true
86305,2023-06-11T15:36:50.419Z,69066.59535125307,1467,true
