ID_Transacao,Data,Valor,ID_Cliente,Anomalia
40807,2023-08-15T09:13:32.047Z,72289.25337567348,9863,true
77605,2023-05-18T19:15:13.705Z,62415.42634431478,6735,true
65266,2024-09-13T03:03:16.466Z,67847.18995998436,3096,true
13431,2023-11-18T21:03:02.422Z,73602.83969468686,6833,true
91292,2024-01-04T11:35:11.367Z,94981.3435753189,5568,true
59524,2024-02-15T00:01:47.495Z,53763.62103117175,7953,true
49257,2024-12-23T02:56:46.742Z,73343.39391341485,8336,true
97197,2024-11-01T15:30:08.928Z,56609.53067885186,5585,true
76306,2023-04-03T17:27:48.175Z,69921.40837221582,9663,true
52705,2024-12-07T17:45:46.479Z,97956.33490811879,3433,true
96591,2023-12-14T21:16:44.094Z,63291.512014168824,3607,true
99759,2023-07-10T01:10:27.339Z,91336.04164461404,6369,true
96636,2023-09-05T14:19:26.158Z,91625.37351987867,1071,true
84854,2024-06-23T15:17:43.971Z,93657.13782457582,6169,true
89553,2024-03-26T20:21:27.016Z,74974.96309657223,6600,true
40328,2024-10-30T19:57:29.355Z,66204.51297715143,2673,true
31228,2023-02-23T18:45:29.862Z,57794.00958565148,1807,true
16368,2023-10-05T12:38:24.153Z,96488.36048796108,2466,true
73059,2023-11-07T06:30:33.200Z,69880.95996322867,9081,true
61401,2024-01-29T11:11:22.284Z,60830.036583067274,5689,true
84649,2024-03-19T15:29:33.642Z,63753.54445965603,2865,true
78435,2024-07-13T12:47:02.193Z,70907.11873676779,9821,true
32477,2023-04-21T17:07:26.727Z,58282.949268167926,1841,true
82555,2023-08-03T01:04:15.306Z,57108.37489108913,3945,true
72596,2023-05-20T06:22:33.277Z,51525.2013356042,7640,true
60744,2024-08-29T15:34:22.166Z,67284.36807234399,2140,true
75072,2023-10-01T04:38:06.085Z,95732.30197319352,7980,true
67293,2024-12-24T16:17:36.078Z,60417.83430464119,4998,true
90260,2024-08-21T18:39:54.148Z,77026.26368934351,6165,true
10724,2023-02-26T21:45:34.924Z,86189.86975323319,1085,true
21345,2023-09-04T22:16:39.169Z,51678.67450221221,7660,true
64765,2024-04-07T13:51:25.085Z,82846.92229777334,8922,true
77549,2024-10-12T05:23:33.483Z,64972.98268849051,3199,true
70002,2023-01-27T03:42:46.999Z,60862.357948066405,3486,true
29619,2023-12-06T06:48:54.599Z,55885.51363891021,9447,true
71329,2024-06-01T04:59:27.997Z,57716.00934285527,2647,true
52420,2024-03-02T05:48:04.923Z,68506.34727424724,9191,true
67332,2024-01-09T01:55:15.402Z,78758.97371945526,9322,true
21093,2023-04-13T19:28:42.739Z,83383.95805332495,7880,true
66351,2023-12-10T14:26:44.356Z,50823.62358022361,5483,true
94260,2024-11-30T09:40:07.702Z,58221.49780743427,1085,true
82130,2024-04-16T09:55:02.956Z,77249.61695548231,5290,true
65112,2024-05-08T12:04:34.423Z,77784.58922309245,5694,true
20193,2023-08-21T08:35:27.299Z,68652.71073530275,2027,true
85039,2024-09-19T22:23:04.909Z,78112.02985851644,8554,true
69217,2023-12-15T03:05:20.657Z,69993.14843140471,6294,true
88842,2024-06-21T09:24:05.691Z,70502.5333993659,5847,true
59148,2023-05-13T03:09:55.907Z,90832.64061603612,9302,true
38798,2023-07-04T18:14:28.084Z,67089.54329106575,7573,true
94192,2024-05-02T05:03:49.897Z,54786.442048003664,9789,true
34122,2023-06-04T14:40:36.307Z,50672.63838867872,9058,true
79323,2024-10-12T21:41:51.249Z,65007.87990998275,8184,true
81058,2023-10-27T15:53:50.081Z,75798.36881039622,5128,true
23343,2023-06-01T01:43:11.682Z,57508.01526027837,4482,true
49252,2024-06-15T00:02:54.634Z,69407.3145458075,5524,true
38382,2023-09-01T07:18:02.169Z,66530.43413072248,5369,true
33864,2023-02-11T01:50:20.540Z,97339.25908109546,4072,true
69177,2024-07-23T07:43:10.544Z,53502.55499916843,3901,true
10927,2023-11-21T22:57:39.936Z,69375.15624243028,9154,true
98165,2024-07-01T05:10:18.510Z,65770.63698876456,6536,true
23352,2024-06-26T23:57:10.489Z,59232.37507906497,2635,true
40536,2023-09-15T12:19:10.852Z,63415.061889197175,5828,true
57939,2023-01-10T02:22:34.991Z,94249.21130887789,7926,true
77979,2023-08-05T11:35:34.862Z,79201.00778427513,2328,true
89913,2024-06-17T21:18:29.627Z,56067.53956839815,5511,true
41127,2023-07-08T08:23:27.647Z,96623.6132722561,9918,true
23324,2023-01-24T05:37:48.660Z,65641.97061565175,9973,true
38440,2024-02-08T18:01:26.551Z,58372.96981127047,5607,true
44768,2023-03-26T17:14:14.406Z,87992.21272091566,6342,true
27603,2023-08-04T02:36:41.077Z,56020.096254068485,4265,true
16008,2023-03-19T20:44:33.002Z,67168.07239022698,1702,true
67009,2023-04-23T08:24:07.459Z,97030.91592771374,1783,true
39878,2023-08-12T07:54:01.238Z,59342.34825826725,5424,true
88821,2024-08-09T05:40:44.104Z,88696.03032124566,1167,true
84941,2023-08-10T16:28:38.997Z,81850.84799220033,3815,true
19467,2024-05-09T06:32:30.027Z,66570.5409052425,7789,true
72608,2023-02-02T10:41:10.328Z,54886.078336136285,3782,true
29014,2023-10-01T23:07:55.124Z,83435.55377731868,1484,true
71078,2023-07-23T01:07:42.069Z,92773.16130528951,8462,true
73185,2023-06-27T15:09:08.058Z,85488.68690972598,6468,true
31329,2023-09-08T20:14:33.537Z,64444.41370953525,2614,true
55034,2024-09-01T03:57:25.518Z,54917.88791439374,1823,true
37253,2023-12-03T14:04:02.135Z,85974.01887352776,7004,true
52294,2023-08-19T14:27:02.187Z,92236.49496047472,3360,true
98055,2023-12-04T06:46:49.050Z,81179.37813131406,5153,true
78653,2024-12-09T12:52:50.988Z,95555.6192330594,5724,true
71174,2024-06-15T08:23:02.504Z,55717.485745721075,4571,true
42913,2024-07-28T11:28:33.045Z,80521.73383656339,7139,true
26749,2024-09-10T06:15:14.700Z,62946.28193778075,6716,true
50387,2024-03-15T14:28:01.029Z,75061.90800353301,8537,true
70290,2024-09-06T02:24:32.262Z,78931.82433421414,8285,true
77079,2024-01-08T21:29:15.945Z,86538.3072844444,3939,true
85230,2024-06-28T05:47:23.688Z,71946.5429310569,4790,true
57652,2023-11-06T02:12:48.743Z,97748.53130255175,9910,true
75055,2024-07-08T18:29:01.959Z,90700.36306310998,4666,true
44919,2023-01-10T18:03:16.451Z,64588.73906121568,9609,true
87828,2023-09-29T03:17:40.351Z,82232.21468982374,9832,true
10722,2023-05-14T01:34:47.615Z,51417.920122454205,1466,true
43699,2023-06-09T07:56:11.466Z,58704.286612396834,9100,true
13537,2024-01-10T15:32:23.054Z,57401.68822017339,3546,true
42174,2024-11-02T06:05:44.924Z,71988.62551676533,9938,true
27663,2024-07-12T12:22:31.174Z,91553.82547414489,3293,true
38618,2023-06-17T03:32:44.514Z,88433.77892290385,4733,true
42239,2023-01-23T17:25:18.808Z,97814.04976937677,6060,true
